index,id,size,loc,rooms,bathrooms,year,price,crime,salary
2684,2684,330,9200,8,11,41,1113500,8,30
2685,2685,230,7410,5,11,7,1560500,10,70
2686,2686,170,7353,6,9,44,850500,4,20
2687,2687,660,7137,7,6,31,1615000,3,50
2688,2688,380,6024,5,4,53,1347000,10,90
2689,2689,790,4160,1,2,1,2097000,5,60
2690,2690,650,6890,4,7,0,2007500,2,70
2691,2691,420,839,7,3,67,1188500,8,80
2692,2692,340,4684,9,4,84,756000,1,50
2693,2693,930,144,4,11,32,1944500,7,60
2694,2694,630,9273,6,1,52,1211500,1,20
2695,2695,920,7232,6,10,99,1086000,1,30
2696,2696,600,3273,11,1,94,1116500,1,90
2697,2697,270,4119,4,3,0,1375500,2,20
2698,2698,80,8769,2,6,30,1115000,8,60
2699,2699,360,1361,1,3,91,722500,6,50
2700,2700,310,1964,1,7,78,839500,3,60
2701,2701,560,6373,11,5,10,1568500,1,20
2702,2702,260,7329,2,8,73,741000,3,40
2703,2703,730,7014,2,4,38,1659000,3,60
2704,2704,410,868,6,2,55,1222000,3,70
2705,2705,390,8326,8,3,86,969500,8,80
2706,2706,500,311,7,1,73,997500,6,40
2707,2707,310,7462,3,7,20,1426500,4,60
2708,2708,80,9232,3,5,2,1330500,5,50
2709,2709,310,7162,3,1,27,1418500,7,70
2710,2710,560,5390,8,6,72,1016000,5,30
2711,2711,860,1234,1,8,54,1470000,1,30
2712,2712,350,7243,1,4,58,1203000,8,80
2713,2713,810,6299,5,5,86,1182500,7,40
2714,2714,350,2612,10,1,18,1565500,9,70
2715,2715,500,5338,11,8,38,1230000,1,20
2716,2716,860,4875,7,6,12,2190000,10,80
2717,2717,350,8152,11,7,98,869500,9,90
2718,2718,910,914,6,11,96,1276500,5,60
2719,2719,310,7755,7,9,91,861500,2,90
2720,2720,210,2803,6,8,71,725000,5,40
2721,2721,220,655,4,5,53,856500,4,30
2722,2722,780,3141,8,8,53,1742000,8,90
2723,2723,910,5032,9,9,3,2008500,5,20
2724,2724,240,2382,10,9,96,649500,3,70
2725,2725,700,576,3,10,19,1633000,5,20
2726,2726,570,9218,10,6,17,1608000,1,40
2727,2727,130,9741,8,5,81,740500,4,80
2728,2728,590,4360,5,4,36,1627000,10,70
2729,2729,860,3121,8,8,18,1987000,1,60
2730,2730,850,8281,5,11,68,1340500,4,30
2731,2731,150,8781,5,5,61,727500,8,30
2732,2732,110,614,9,5,82,606500,3,60
2733,2733,880,6962,11,3,9,2142500,10,60
2734,2734,450,1932,3,4,10,1575000,6,40
2735,2735,840,2706,10,11,80,1160500,3,20
2736,2736,600,2320,7,7,63,1470500,10,90
2737,2737,380,4053,10,4,58,962000,2,30
2738,2738,130,634,11,2,71,587000,3,30
2739,2739,980,4405,3,1,65,1698500,5,70
2740,2740,140,8394,3,1,7,1378500,3,60
2741,2741,650,9213,6,6,72,1289000,2,70
2742,2742,520,7031,4,6,98,797000,2,50
2743,2743,980,3565,2,8,28,1836000,8,20
2744,2744,370,9817,9,3,16,1625500,3,80
2745,2745,790,2435,11,9,36,1895500,2,90
2746,2746,190,6943,11,8,90,655000,2,70
2747,2747,540,3655,4,2,66,1120000,9,40
2748,2748,260,7708,4,10,0,1504000,9,40
2749,2749,650,9249,2,6,7,1715000,8,20
2750,2750,880,3937,8,7,64,1711500,4,90
2751,2751,270,6803,6,7,66,909500,10,50
2752,2752,800,3836,1,3,80,1182500,8,30
2753,2753,780,8629,4,11,87,1029500,4,20
2754,2754,990,3195,3,10,6,2398000,4,90
2755,2755,330,923,7,11,31,1287500,3,50
2756,2756,820,7883,1,1,3,1896500,3,20
2757,2757,550,6291,3,7,94,921500,3,60
2758,2758,920,4128,4,5,90,1451500,7,80
2759,2759,260,354,2,4,53,1054000,6,60
2760,2760,570,4977,8,3,10,1929500,2,90
2761,2761,70,95,9,11,53,749500,1,40
2762,2762,530,6172,9,10,94,1069000,5,90
2763,2763,70,5684,11,2,29,1267000,7,90
2764,2764,440,2873,4,7,25,1292500,1,20
2765,2765,840,4933,1,3,45,1492500,2,20
2766,2766,430,7951,9,1,18,1394500,9,20
2767,2767,500,3935,11,2,43,1192000,4,20
2768,2768,910,2328,3,5,76,1285500,8,20
2769,2769,590,2736,11,11,27,1666500,8,60
2770,2770,60,5995,4,11,76,714500,3,80
2771,2771,760,587,11,1,70,1431500,4,70
2772,2772,210,2090,11,3,83,582500,10,30
2773,2773,570,9504,11,3,53,1502500,2,90
2774,2774,840,2696,5,7,67,1628500,2,90
2775,2775,740,8837,6,5,7,1858500,8,30
2776,2776,760,2520,3,6,95,991000,7,30
2777,2777,680,3394,4,6,48,1647000,10,80
2778,2778,990,2190,1,4,67,1633000,4,60
2779,2779,520,3563,11,10,2,1611000,1,20
2780,2780,320,5171,6,7,45,1129500,2,50
2781,2781,180,215,8,7,42,1096500,7,60
2782,2782,660,1434,11,3,12,1882500,8,60
2783,2783,200,5235,8,9,56,1007500,3,70
2784,2784,450,8183,9,1,55,1034500,7,20
2785,2785,50,5567,1,1,83,441500,6,40
2786,2786,760,8409,1,11,24,1871500,1,70
2787,2787,180,7456,8,7,82,686500,5,60
2788,2788,400,1141,9,6,90,787000,7,50
2789,2789,760,4258,3,8,54,1417000,10,30
2790,2790,620,1814,3,1,94,973500,10,50
2791,2791,290,5431,8,10,47,1268000,9,80
2792,2792,250,3951,2,7,97,545500,4,50
2793,2793,480,5778,1,10,73,1026000,6,50
2794,2794,840,5942,2,8,87,1316000,10,60
2795,2795,160,9634,10,8,94,504000,6,50
2796,2796,640,2426,8,5,48,1595500,7,80
2797,2797,820,3888,3,2,33,1599000,3,20
2798,2798,840,1038,4,5,84,1311500,3,60
2799,2799,300,3980,6,5,75,853500,1,60
2800,2800,920,3538,11,9,35,2050500,5,90
2801,2801,950,2882,9,10,15,2259000,1,90
2802,2802,900,6291,5,11,6,2155500,3,60
2803,2803,240,601,2,11,35,1227500,8,60
2804,2804,670,5749,8,11,85,1058500,7,40
2805,2805,670,8891,3,2,79,1024000,10,20
2806,2806,120,8865,9,10,4,1264000,6,30
2807,2807,250,1128,7,8,85,701000,10,50
2808,2808,990,3868,1,8,66,1625000,10,50
2809,2809,70,4066,4,10,29,1044000,3,50
2810,2810,720,4251,8,9,58,1542500,10,70
2811,2811,810,4759,7,6,55,1675000,3,80
2812,2812,240,2295,6,6,37,1044000,5,30
2813,2813,450,4169,5,2,39,1506000,10,80
2814,2814,910,9594,7,3,77,1518500,6,70
2815,2815,140,6188,1,5,25,1328500,9,80
2816,2816,690,3878,2,1,40,1617500,7,60
2817,2817,50,4140,4,8,29,988000,6,40
2818,2818,690,8368,10,7,43,1468500,1,40
2819,2819,160,5989,10,5,43,1002500,4,50
2820,2820,360,3397,1,4,77,733000,10,20
2821,2821,770,2797,3,9,43,1492500,1,30
2822,2822,460,1178,5,8,42,1464000,5,80
2823,2823,770,7703,6,6,30,1759000,8,50
2824,2824,170,5111,11,7,82,814500,2,90
2825,2825,980,599,6,7,86,1609500,8,90
2826,2826,430,3479,7,2,29,1618000,6,90
2827,2827,180,7355,6,8,22,1375000,3,80
2828,2828,740,9949,1,7,87,1224500,2,70
2829,2829,910,2302,8,5,37,1945500,1,80
2830,2830,50,4639,2,6,49,895000,8,60
2831,2831,280,7857,6,6,34,1244000,1,60
2832,2832,390,8479,3,7,83,776500,4,40
2833,2833,280,3246,4,1,79,884500,10,70
2834,2834,120,5068,6,1,5,1476500,2,80
2835,2835,980,2019,3,1,83,1518500,5,70
2836,2836,930,8066,6,2,73,1517000,4,60
2837,2837,110,6184,4,9,12,1108500,4,20
2838,2838,310,6439,6,7,72,1044500,1,90
2839,2839,640,5168,10,6,33,1653000,8,60
2840,2840,160,5961,6,1,43,941500,3,40
2841,2841,290,7153,2,6,62,1015000,10,60
2842,2842,390,1559,11,9,34,1175500,4,20
2843,2843,650,6614,1,11,98,1016500,10,60
2844,2844,520,1744,8,6,61,1031000,4,20
2845,2845,290,429,1,8,25,1460000,5,80
2846,2846,70,4404,9,9,90,638500,3,90
2847,2847,350,9109,2,11,50,982500,7,20
2848,2848,280,7761,4,11,33,1069500,4,20
2849,2849,640,5225,10,7,57,1233500,2,30
2850,2850,510,194,10,11,65,1365500,10,90
2851,2851,690,8844,6,3,1,1827500,10,20
2852,2852,150,283,2,1,63,767500,1,50
2853,2853,220,5091,6,11,99,416500,7,30
2854,2854,160,3929,10,6,90,638000,5,70
2855,2855,350,9631,1,5,46,1058500,5,30
2856,2856,560,1060,9,4,83,936000,1,40
2857,2857,60,7094,3,2,70,779000,5,80
2858,2858,220,5128,6,1,26,1206500,10,40
2859,2859,340,3920,3,8,41,1322000,9,70
2860,2860,400,9732,5,8,81,694000,1,20
2861,2861,390,8672,10,1,52,1225500,1,70
2862,2862,710,9394,5,2,85,1171000,3,60
2863,2863,370,1098,6,7,40,1289500,4,60
2864,2864,230,2760,6,8,35,1260000,6,70
2865,2865,360,4616,3,6,62,991000,1,50
2866,2866,570,3155,11,9,52,1410500,1,70
2867,2867,270,3753,11,10,26,1206000,8,30
2868,2868,690,236,7,10,9,2007000,1,80
2869,2869,860,312,6,9,66,1395500,9,30
2870,2870,450,8644,3,5,35,1265500,4,30
2871,2871,140,5341,10,3,51,946500,3,60
2872,2872,170,3106,9,9,0,1293500,4,20
2873,2873,570,6518,11,10,26,1801000,7,90
2874,2874,360,143,5,7,85,998500,8,90
2875,2875,830,8405,1,4,76,1398000,7,60
2876,2876,360,8629,8,9,11,1372500,4,20
2877,2877,640,2933,3,4,90,1075000,8,60
2878,2878,770,249,2,4,99,1079000,1,60
2879,2879,170,3388,6,7,82,729500,6,70
2880,2880,340,1755,4,10,21,1329000,10,30
2881,2881,620,8366,7,2,0,1903000,7,50
2882,2882,710,2662,3,2,50,1449000,9,40
2883,2883,790,8988,9,1,42,1619500,10,40
2884,2884,180,47,10,11,63,960500,1,80
2885,2885,540,5186,7,6,84,1095000,9,70
2886,2886,720,232,2,9,63,1196500,2,20
2887,2887,630,1522,5,9,66,1304500,7,60
2888,2888,650,1638,11,4,49,1518000,1,70
2889,2889,810,5117,8,11,26,2023500,4,90
2890,2890,870,8353,11,4,39,1598000,3,20
2891,2891,170,2745,11,11,16,1331500,3,60
2892,2892,380,3501,1,9,17,1415500,2,40
2893,2893,480,4326,6,2,27,1642000,7,80
2894,2894,890,7762,8,11,62,1768500,9,90
2895,2895,970,9804,2,1,87,1272500,6,30
2896,2896,100,8843,10,6,52,798000,3,40
2897,2897,510,4217,10,9,66,1069500,3,40
2898,2898,620,6377,2,11,86,1247500,8,90
2899,2899,290,3811,5,8,26,1279000,10,40
2900,2900,490,9230,10,2,38,1451000,8,60
2901,2901,380,8954,1,11,48,1311500,3,80
2902,2902,780,8277,10,2,53,1491000,8,40
2903,2903,960,8289,9,8,40,1978000,3,80
2904,2904,940,9075,4,10,95,1229000,8,40
2905,2905,550,8197,8,8,52,1522000,8,90
2906,2906,920,4299,10,5,16,2112500,10,60
2907,2907,720,6361,2,3,9,2013500,8,70
2908,2908,520,3921,1,2,0,1942000,6,80
2909,2909,860,254,3,11,18,2013500,7,60
2910,2910,530,6556,2,1,8,1857500,3,80
2911,2911,500,5480,4,7,36,1582500,9,80
2912,2912,80,978,7,1,26,1292500,5,90
2913,2913,980,7502,9,10,46,1754000,6,40
2914,2914,390,2259,7,6,49,1155000,1,50
2915,2915,300,4167,5,9,83,664500,9,30
2916,2916,330,2585,2,4,84,809000,5,60
2917,2917,210,8235,7,1,41,1062500,3,50
2918,2918,260,6112,5,11,99,605500,7,60
2919,2919,660,6647,9,3,70,1115500,1,30
2920,2920,310,9529,4,2,64,1075000,2,80
2921,2921,640,2226,2,5,96,959500,7,50
2922,2922,530,2683,11,3,32,1517500,1,60
2923,2923,250,3714,10,4,8,1452000,6,50
2924,2924,660,9512,11,11,61,1176500,4,20
2925,2925,980,1745,1,10,18,2216000,4,80
2926,2926,690,1969,7,2,97,1178000,2,90
2927,2927,850,9351,1,10,8,2051000,7,50
2928,2928,640,4223,11,4,95,1163000,4,90
2929,2929,110,6839,5,9,86,594500,9,60
2930,2930,600,9668,11,2,65,1097000,9,20
2931,2931,170,7413,6,6,17,1189000,8,30
2932,2932,880,3763,6,3,29,2077500,8,90
2933,2933,430,5305,5,1,23,1685500,8,90
2934,2934,880,6025,9,9,10,2078500,9,50
2935,2935,210,8349,5,6,41,1093000,9,50
2936,2936,860,5841,5,10,56,1435000,7,20
2937,2937,520,5622,9,6,87,1067000,3,80
2938,2938,870,1716,5,5,20,1802500,7,20
2939,2939,190,6341,11,1,78,831500,4,80
2940,2940,110,3309,3,7,44,786500,4,20
2941,2941,220,2744,4,8,14,1213000,7,20
2942,2942,540,3757,11,9,4,1970500,3,90
2943,2943,180,6631,4,10,22,1229000,4,50
2944,2944,960,3624,7,7,85,1215500,1,20
2945,2945,360,1657,6,5,42,1223500,7,50
2946,2946,950,2913,3,11,28,1833500,3,30
2947,2947,460,9577,5,6,6,1843000,9,80
2948,2948,480,6447,8,11,15,1493500,2,30
2949,2949,510,8635,7,10,36,1377000,5,40
2950,2950,130,4639,5,3,76,706500,8,60
2951,2951,970,9277,3,11,29,1948500,4,50
2952,2952,740,9816,8,1,60,1533500,9,70
2953,2953,670,5817,11,6,11,1754000,8,30
2954,2954,720,6906,10,4,40,1542000,4,40
2955,2955,820,3143,10,5,81,1277500,3,50
2956,2956,780,2538,9,2,36,1610000,8,30
2957,2957,250,2783,7,9,22,1351500,4,60
2958,2958,280,9047,1,4,46,998000,7,30
2959,2959,990,7020,1,3,96,1352500,6,60
2960,2960,440,2783,8,7,33,1431500,4,60
2961,2961,220,6345,7,5,49,1189500,2,90
2962,2962,860,1570,10,8,63,1414000,6,30
2963,2963,340,1285,11,5,28,1508500,9,80
2964,2964,460,2557,4,4,45,1216000,2,40
2965,2965,920,9266,6,4,53,1713000,5,60
2966,2966,930,5793,11,10,50,1936000,10,90
2967,2967,450,9672,4,4,66,1166000,6,70
2968,2968,660,2096,11,11,42,1356500,2,20
2969,2969,230,8584,11,2,41,1102000,6,50
2970,2970,730,2375,11,9,60,1300500,3,30
2971,2971,930,1674,5,4,81,1567000,10,80
2972,2972,290,355,11,10,55,1041000,9,50
2973,2973,570,4498,4,2,38,1335000,10,20
2974,2974,210,8422,10,9,65,969500,1,80
2975,2975,540,8303,9,9,57,1413500,8,80
2976,2976,820,507,10,9,88,1084500,8,20
2977,2977,550,1061,2,10,71,1207000,4,70
2978,2978,190,5156,6,5,8,1588500,6,90
2979,2979,380,1292,2,6,88,855000,2,70
2980,2980,710,4449,10,7,84,1348500,5,90
2981,2981,650,7619,11,8,1,1905000,2,50
2982,2982,690,2870,3,1,92,1263500,10,90
2983,2983,780,2590,3,11,52,1498500,8,40
2984,2984,270,5654,10,10,30,1275000,10,50
2985,2985,460,11,7,6,58,1115000,7,40
2986,2986,980,8951,5,11,62,1550500,8,30
2987,2987,920,4490,2,2,7,2113000,4,50
2988,2988,440,9140,9,1,54,1369500,4,90
2989,2989,810,1550,11,2,34,1637000,3,30
2990,2990,760,6940,2,3,81,1243500,10,50
2991,2991,800,6243,3,4,85,1295000,10,60
2992,2992,790,8320,2,8,12,1781000,3,20
2993,2993,130,7413,10,8,73,594000,8,30
2994,2994,900,5190,9,1,78,1479500,2,70
2995,2995,140,2520,2,3,30,1018500,7,30
2996,2996,670,550,8,2,7,1729000,6,20
2997,2997,820,4442,2,4,92,1344000,10,80
2998,2998,130,2712,2,5,2,1249500,9,20
2999,2999,140,3135,7,11,91,427500,9,30
3000,3000,730,1279,4,4,94,951000,3,30
3001,3001,910,4436,2,2,82,1573000,8,90
3002,3002,190,8620,10,11,17,1145500,4,20
3003,3003,980,9346,5,10,32,1895000,7,40
3004,3004,920,8234,11,10,23,2101000,1,80
3005,3005,810,7092,1,4,9,1968000,1,50
3006,3006,570,5974,3,4,9,1800000,5,60
3007,3007,660,5006,1,9,65,1260500,1,50
3008,3008,940,6434,2,6,46,1695000,4,40
3009,3009,490,9412,11,7,55,1404500,2,90
3010,3010,380,7674,2,8,8,1516000,4,40
3011,3011,220,8848,6,9,29,1370500,8,80
3012,3012,590,2263,8,8,80,1282000,8,90
3013,3013,790,3244,8,11,23,1853500,8,50
3014,3014,150,3812,7,8,59,886000,5,60
3015,3015,430,8879,2,2,30,1448000,5,60
3016,3016,310,7046,4,4,87,541000,1,20
3017,3017,790,874,2,11,94,1197500,10,60
3018,3018,180,9509,11,5,51,923500,10,40
3019,3019,270,8244,7,9,37,1201500,10,50
3020,3020,560,4927,7,4,4,1799000,6,50
3021,3021,360,3447,8,8,4,1637000,3,60
3022,3022,480,5579,10,7,86,753500,6,20
3023,3023,560,8193,7,1,73,1137500,2,60
3024,3024,920,1036,2,8,47,1711000,3,50
3025,3025,870,6471,8,10,43,1788000,9,60
3026,3026,740,2915,11,6,39,1809000,1,90
3027,3027,820,6332,7,6,21,1855000,9,40
3028,3028,140,9989,8,2,80,644000,1,60
3029,3029,630,9529,1,5,3,2003500,2,80
3030,3030,370,7663,5,1,17,1395500,10,30
3031,3031,550,5867,7,8,37,1526000,9,60
3032,3032,900,3442,2,2,82,1278000,1,40
3033,3033,190,5535,3,7,44,1076500,6,60
3034,3034,100,2755,1,2,16,1117000,7,30
3035,3035,280,4873,6,10,8,1516000,3,60
3036,3036,420,1261,11,10,43,1351000,1,70
3037,3037,440,1947,9,7,19,1457500,1,40
3038,3038,90,6917,7,4,87,409000,8,30
3039,3039,250,4361,4,8,76,733000,9,40
3040,3040,950,8139,8,7,46,1726500,7,40
3041,3041,100,8330,5,9,40,959500,2,50
3042,3042,880,4026,6,5,11,2138500,4,70
3043,3043,270,8896,4,8,98,763000,5,90
3044,3044,200,2463,8,7,94,691500,6,80
3045,3045,260,3504,8,5,15,1590500,6,90
3046,3046,590,3876,5,4,97,1087000,4,90
3047,3047,550,9312,7,8,53,1351000,6,60
3048,3048,280,2661,2,8,24,1536000,10,90
3049,3049,670,3644,4,8,89,1103000,5,60
3050,3050,810,85,11,6,39,1894000,4,90
3051,3051,550,5167,8,5,19,1740500,6,70
3052,3052,810,7564,8,4,4,1945000,5,30
3053,3053,260,9441,7,2,46,1028000,6,40
3054,3054,570,7025,4,10,42,1259000,2,20
3055,3055,530,1143,10,6,43,1368000,3,50
3056,3056,460,402,4,9,89,813500,9,40
3057,3057,390,838,1,4,78,1038000,7,80
3058,3058,490,3512,4,7,65,1007500,4,30
3059,3059,910,4439,10,9,63,1404500,4,20
3060,3060,260,6000,6,7,17,1239500,10,20
3061,3061,760,1330,6,7,96,1174500,5,70
3062,3062,950,2360,1,11,93,1191500,5,30
3063,3063,790,9883,6,3,86,1222500,9,50
3064,3064,650,421,9,1,73,1254500,7,60
3065,3065,720,7611,11,8,60,1350000,5,40
3066,3066,280,9802,2,3,40,978500,1,20
3067,3067,420,2110,3,6,99,686000,2,50
3068,3068,260,6318,1,5,94,613500,10,50
3069,3069,590,4583,10,7,58,1203500,8,30
3070,3070,830,7285,2,6,82,1255000,10,40
3071,3071,750,4055,8,6,90,1211000,2,70
3072,3072,640,5819,3,11,21,1753500,5,60
3073,3073,700,1909,2,9,48,1476500,2,50
3074,3074,650,2905,2,4,26,1489000,1,20
3075,3075,100,5093,6,10,38,1156000,7,80
3076,3076,980,3142,4,3,79,1680500,9,90
3077,3077,400,6301,1,4,3,1808000,9,80
3078,3078,170,2924,7,10,50,977000,1,60
3079,3079,690,2132,2,11,10,1997500,2,80
3080,3080,990,4195,8,3,6,2284500,1,70
3081,3081,900,8188,2,2,91,1343000,2,70
3082,3082,330,1979,10,4,42,1122000,2,40
3083,3083,410,983,1,10,34,1541000,5,90
3084,3084,970,7393,1,2,74,1442000,4,40
3085,3085,920,4140,1,9,27,1875500,6,40
3086,3086,260,1885,1,6,67,984000,10,70
3087,3087,770,3293,9,1,58,1484500,9,50
3088,3088,460,8668,6,8,7,1840000,10,80
3089,3089,830,5496,2,3,99,1193500,2,70
3090,3090,190,2268,7,10,69,647000,9,20
3091,3091,170,1360,11,4,38,958000,3,30
3092,3092,60,5042,2,10,90,272000,3,20
3093,3093,720,4129,10,7,85,1073500,10,30
3094,3094,250,2824,3,5,30,1055500,2,20
3095,3095,390,8133,4,7,20,1377500,8,30
3096,3096,260,9855,2,4,39,1204000,8,60
3097,3097,280,8429,4,1,90,729500,1,70
3098,3098,180,9212,4,3,93,745500,10,90
3099,3099,900,2601,5,6,36,1653000,3,20
3100,3100,180,1683,2,5,52,1019500,3,70
3101,3101,110,2222,5,1,56,795500,10,40
3102,3102,990,9848,8,6,85,1436000,9,50
3103,3103,230,6809,6,4,28,1393000,9,80
3104,3104,170,9048,2,2,10,1443000,6,70
3105,3105,870,1375,11,3,53,1802500,2,90
3106,3106,490,1485,7,11,43,1327500,3,50
3107,3107,680,9621,3,1,78,1013500,4,20
3108,3108,330,6833,1,6,43,1144000,10,40
3109,3109,870,1060,7,4,48,1594000,1,40
3110,3110,460,2401,4,7,0,1857500,10,70
3111,3111,720,5376,3,2,44,1629000,1,70
3112,3112,550,5562,1,4,5,1753000,2,50
3113,3113,430,1928,8,8,41,1512000,8,90
3114,3114,670,8999,4,8,9,1808000,6,40
3115,3115,660,5124,1,3,42,1647500,3,80
3116,3116,490,5449,4,1,69,994500,10,30
3117,3117,710,5148,5,10,96,925000,5,30
3118,3118,510,4924,11,4,74,1273000,10,90
3119,3119,800,7401,8,11,73,1373500,10,50
3120,3120,530,5701,9,7,83,1177500,5,90
3121,3121,680,7571,10,5,22,1927500,3,90
3122,3122,850,9025,2,9,65,1676500,6,90
3123,3123,420,580,2,4,31,1219000,3,20
3124,3124,940,2527,8,7,66,1486500,1,40
3125,3125,470,8181,6,9,42,1250500,10,30
3126,3126,150,2261,8,7,38,1026500,1,50
3127,3127,150,2749,4,5,32,1061500,7,40
3128,3128,270,1068,8,4,8,1685000,9,90
3129,3129,330,9000,3,5,37,1265500,2,60
3130,3130,390,9628,4,6,55,1177000,8,60
3131,3131,100,8342,10,6,88,493000,4,50
3132,3132,500,9019,10,6,30,1453000,10,40
3133,3133,600,1348,10,4,76,1142000,10,50
3134,3134,150,2514,4,2,46,1145000,2,90
3135,3135,920,868,6,3,92,1362500,3,70
3136,3136,610,8246,5,3,5,1686500,6,20
3137,3137,630,663,10,3,86,906500,7,20
3138,3138,90,5987,10,7,86,593500,2,70
3139,3139,850,2058,7,10,92,1392000,2,90
3140,3140,710,9865,5,9,54,1339500,4,30
3141,3141,640,6401,4,6,84,1087000,8,50
3142,3142,960,1022,6,3,73,1492500,3,50
3143,3143,930,7785,1,8,53,1740000,9,60
3144,3144,420,9985,6,4,72,1058000,2,70
3145,3145,110,6332,10,4,96,397000,9,40
3146,3146,640,3336,2,1,18,1587500,7,20
3147,3147,430,6889,2,3,66,903500,8,20
3148,3148,810,7001,8,10,81,1343000,8,60
3149,3149,850,2515,1,8,6,2110000,5,60
3150,3150,560,4371,5,11,52,1365500,5,60
3151,3151,300,3381,4,1,65,864500,4,40
3152,3152,620,7886,4,4,8,1821000,7,50
3153,3153,70,7342,3,6,39,1151000,5,90
3154,3154,820,9877,5,2,18,1896000,2,50
3155,3155,570,7489,4,9,91,973500,3,60
3156,3156,850,1025,3,5,93,1215500,10,50
3157,3157,370,6156,1,11,52,986500,8,20
3158,3158,900,1601,4,7,34,1807500,10,40
3159,3159,770,3576,4,10,40,1854000,7,90
3160,3160,150,858,10,6,44,1038000,5,60
3161,3161,880,8218,9,2,51,1685000,3,60
3162,3162,810,6977,8,7,93,1326500,9,80
3163,3163,310,5913,5,8,33,1099000,4,20
3164,3164,570,195,6,10,97,896000,9,50
3165,3165,210,6805,11,3,50,932500,4,40
3166,3166,830,7376,5,6,3,2158000,2,70
3167,3167,510,8741,5,10,84,1040000,4,70
3168,3168,130,2603,1,4,37,1198000,9,80
3169,3169,440,3506,9,11,7,1669500,9,50
3170,3170,450,8347,8,4,26,1610000,4,80
3171,3171,110,1258,1,9,74,470500,1,20
3172,3172,360,9340,10,11,78,760500,5,30
3173,3173,930,677,3,4,78,1395000,10,40
3174,3174,980,9328,1,8,7,2240000,7,60
3175,3175,130,8154,2,1,83,522500,6,40
3176,3176,470,1863,2,3,26,1648500,9,80
3177,3177,330,5161,4,8,92,568000,2,30
3178,3178,980,660,9,8,79,1493000,10,50
3179,3179,440,7340,6,9,91,980500,10,80
3180,3180,710,3142,3,8,42,1782000,9,90
3181,3181,650,9866,3,9,61,1472500,7,80
3182,3182,240,451,4,9,31,1298500,4,70
3183,3183,850,8898,2,9,23,2081500,3,90
3184,3184,460,4210,9,6,21,1607000,1,70
3185,3185,590,1712,9,7,7,1977500,1,90
3186,3186,370,5904,5,11,88,645500,1,30
3187,3187,550,9290,9,2,33,1685000,3,90
3188,3188,530,6505,5,1,33,1310500,3,20
3189,3189,230,1075,3,6,97,526000,4,50
3190,3190,880,1991,6,2,5,2222000,9,70
3191,3191,460,8032,4,4,20,1441000,7,30
3192,3192,920,1791,10,6,12,2033000,6,40
3193,3193,130,7528,8,1,49,953500,3,60
3194,3194,350,4751,8,6,11,1471000,6,40
3195,3195,680,5469,3,7,43,1591500,9,60
3196,3196,650,4342,8,2,98,889000,4,40
3197,3197,550,2558,11,3,74,1202500,8,70
3198,3198,420,1802,7,11,32,1372500,4,50
3199,3199,420,3540,5,6,64,893000,3,20
3200,3200,740,4149,6,7,47,1574500,1,60
3201,3201,930,5169,7,10,60,1642000,2,60
3202,3202,560,5504,11,9,70,1310500,9,80
3203,3203,80,6953,4,3,42,885500,6,40
3204,3204,630,7739,11,2,67,1182000,4,40
3205,3205,130,1462,6,7,62,654500,9,20
3206,3206,560,1287,8,1,90,913500,1,50
3207,3207,140,1561,2,3,22,1383500,4,90
3208,3208,880,1982,10,9,51,1849500,5,90
3209,3209,750,7239,2,7,36,1640500,1,50
3210,3210,580,2489,2,11,64,1177500,8,40
3211,3211,100,4879,3,1,8,1138500,5,20
3212,3212,980,6167,9,7,9,2157500,3,50
3213,3213,970,358,9,8,71,1398000,7,20
3214,3214,440,7575,4,6,25,1532000,9,60
3215,3215,340,3517,6,1,97,471500,1,20
3216,3216,910,2884,9,6,55,1642000,6,50
3217,3217,250,9464,5,10,56,910000,4,40
3218,3218,850,9108,11,4,41,1823000,6,70
3219,3219,820,9108,7,3,64,1558500,6,70
3220,3220,410,7957,6,3,29,1327500,2,40
3221,3221,190,8303,8,8,46,1172000,8,80
3222,3222,900,7179,8,4,86,1370000,6,60
3223,3223,600,3437,3,5,65,1305500,2,70
3224,3224,890,6151,5,9,59,1649500,10,60
3225,3225,780,2926,10,9,86,1094500,4,30
3226,3226,190,2975,2,1,74,572500,6,20
3227,3227,990,5343,5,2,18,2076000,4,50
3228,3228,930,1449,11,4,84,1443000,10,60
3229,3229,420,4502,3,8,91,907000,10,70
3230,3230,260,7459,1,11,89,606500,8,40
3231,3231,410,4867,2,11,95,702500,9,40
3232,3232,980,4035,6,1,4,2096500,2,30
3233,3233,290,6986,4,2,42,1320000,1,90
3234,3234,900,1460,8,9,5,2337500,7,90
3235,3235,260,6977,10,6,53,1178000,9,80
3236,3236,890,1290,8,7,42,1861500,8,70
3237,3237,710,2360,8,11,13,1758500,5,30
3238,3238,580,371,11,6,16,1589000,3,30
3239,3239,310,1196,10,3,37,1406500,3,90
3240,3240,450,1859,2,11,5,1652500,1,50
3241,3241,930,4192,6,6,63,1699000,10,70
3242,3242,700,8867,2,4,19,1684000,6,30
3243,3243,260,5938,8,5,37,1060500,4,30
3244,3244,140,9794,5,5,80,817500,6,90
3245,3245,230,808,7,10,57,837000,5,30
3246,3246,120,1755,8,8,4,1282000,10,30
3247,3247,330,6027,3,6,45,1101000,5,40
3248,3248,200,8830,10,2,38,1321000,10,90
