index,loc,crime,salary
1597,1597,4,60
1598,1598,10,80
1599,1599,1,20
1600,1600,4,60
1601,1601,10,40
1602,1602,9,30
1603,1603,8,20
1604,1604,10,80
1605,1605,4,80
1606,1606,3,40
1607,1607,10,90
1608,1608,8,90
1609,1609,9,30
1610,1610,7,40
1611,1611,3,70
1612,1612,6,40
1613,1613,7,40
1614,1614,5,40
1615,1615,6,60
1616,1616,8,60
1617,1617,6,70
1618,1618,3,80
1619,1619,6,50
1620,1620,6,50
1621,1621,5,50
1622,1622,6,30
1623,1623,9,70
1624,1624,9,90
1625,1625,6,90
1626,1626,1,40
1627,1627,2,80
1628,1628,7,80
1629,1629,10,30
1630,1630,3,60
1631,1631,9,50
1632,1632,10,60
1633,1633,3,90
1634,1634,5,70
1635,1635,3,50
1636,1636,7,50
1637,1637,7,50
1638,1638,1,70
1639,1639,6,50
1640,1640,6,40
1641,1641,6,70
1642,1642,5,60
1643,1643,9,70
1644,1644,7,80
1645,1645,10,50
1646,1646,3,50
1647,1647,2,90
1648,1648,3,50
1649,1649,7,50
1650,1650,3,50
1651,1651,1,80
1652,1652,9,90
1653,1653,3,70
1654,1654,4,40
1655,1655,7,30
1656,1656,2,20
1657,1657,7,50
1658,1658,3,40
1659,1659,10,60
1660,1660,4,70
1661,1661,8,60
1662,1662,6,40
1663,1663,1,50
1664,1664,10,30
1665,1665,2,90
1666,1666,3,80
1667,1667,6,60
1668,1668,4,70
1669,1669,3,70
1670,1670,3,70
1671,1671,4,50
1672,1672,8,70
1673,1673,4,40
1674,1674,10,80
1675,1675,6,40
1676,1676,3,40
1677,1677,9,30
1678,1678,7,60
1679,1679,4,80
1680,1680,6,50
1681,1681,4,60
1682,1682,8,90
1683,1683,3,70
1684,1684,5,40
1685,1685,9,20
1686,1686,1,20
1687,1687,5,60
1688,1688,1,70
1689,1689,3,40
1690,1690,9,60
1691,1691,5,40
1692,1692,5,60
1693,1693,3,80
1694,1694,6,60
1695,1695,2,30
1696,1696,9,40
1697,1697,1,50
1698,1698,4,30
1699,1699,3,40
1700,1700,7,90
1701,1701,2,50
1702,1702,4,40
1703,1703,10,90
1704,1704,3,40
1705,1705,6,50
1706,1706,6,40
1707,1707,1,90
1708,1708,4,90
1709,1709,3,80
1710,1710,5,80
1711,1711,8,20
1712,1712,1,90
1713,1713,2,40
1714,1714,4,90
1715,1715,3,60
1716,1716,7,20
1717,1717,6,70
1718,1718,10,80
1719,1719,2,60
1720,1720,4,70
1721,1721,2,60
1722,1722,10,80
1723,1723,10,40
1724,1724,7,50
1725,1725,7,30
1726,1726,8,30
1727,1727,4,30
1728,1728,6,40
1729,1729,5,40
1730,1730,4,90
1731,1731,5,90
1732,1732,5,60
1733,1733,7,60
1734,1734,6,40
1735,1735,9,70
1736,1736,3,90
1737,1737,8,40
1738,1738,8,50
1739,1739,7,30
1740,1740,8,50
1741,1741,5,80
1742,1742,3,50
1743,1743,4,80
1744,1744,4,20
1745,1745,4,80
1746,1746,6,60
1747,1747,4,30
1748,1748,4,60
1749,1749,7,60
1750,1750,3,20
1751,1751,9,30
1752,1752,6,80
1753,1753,3,40
1754,1754,9,30
1755,1755,10,30
1756,1756,9,30
1757,1757,1,50
1758,1758,8,30
1759,1759,5,30
1760,1760,3,90
1761,1761,4,80
1762,1762,6,60
1763,1763,3,50
1764,1764,9,70
1765,1765,6,30
1766,1766,10,90
1767,1767,3,40
1768,1768,4,90
1769,1769,3,50
1770,1770,4,70
1771,1771,7,60
1772,1772,8,70
1773,1773,1,40
1774,1774,3,60
1775,1775,8,70
1776,1776,3,80
1777,1777,7,60
1778,1778,4,50
1779,1779,1,90
1780,1780,10,40
1781,1781,3,90
1782,1782,2,20
1783,1783,2,70
1784,1784,7,70
1785,1785,8,30
1786,1786,2,90
1787,1787,1,70
1788,1788,7,20
1789,1789,3,20
1790,1790,1,40
1791,1791,6,40
1792,1792,10,90
1793,1793,8,40
1794,1794,8,30
1795,1795,5,30
1796,1796,7,40
1797,1797,6,90
1798,1798,8,90
1799,1799,10,60
1800,1800,2,60
1801,1801,8,90
1802,1802,4,50
1803,1803,1,50
1804,1804,5,30
1805,1805,8,30
1806,1806,4,80
1807,1807,6,70
1808,1808,7,70
1809,1809,2,60
1810,1810,4,40
1811,1811,4,90
1812,1812,4,60
1813,1813,2,30
1814,1814,10,50
1815,1815,2,30
1816,1816,1,80
1817,1817,10,90
1818,1818,4,20
1819,1819,7,90
1820,1820,9,60
1821,1821,3,20
1822,1822,4,40
1823,1823,2,20
1824,1824,3,50
1825,1825,10,60
1826,1826,10,60
1827,1827,10,60
1828,1828,7,20
1829,1829,9,40
1830,1830,8,50
1831,1831,10,80
1832,1832,5,30
1833,1833,3,70
1834,1834,4,20
1835,1835,1,70
1836,1836,6,60
1837,1837,6,90
1838,1838,3,70
1839,1839,3,50
1840,1840,8,30
1841,1841,3,40
1842,1842,1,20
1843,1843,3,70
1844,1844,6,90
1845,1845,4,40
1846,1846,2,70
1847,1847,8,20
1848,1848,9,20
1849,1849,2,60
1850,1850,9,20
1851,1851,8,50
1852,1852,9,90
1853,1853,4,60
1854,1854,9,70
1855,1855,10,50
1856,1856,10,30
1857,1857,2,70
1858,1858,3,30
1859,1859,1,50
1860,1860,1,20
1861,1861,4,20
1862,1862,6,20
1863,1863,9,80
1864,1864,5,30
1865,1865,10,80
1866,1866,9,80
1867,1867,9,40
1868,1868,10,70
1869,1869,3,70
1870,1870,6,30
1871,1871,3,50
1872,1872,9,90
1873,1873,8,50
1874,1874,5,50
1875,1875,4,60
1876,1876,3,80
1877,1877,1,40
1878,1878,8,60
1879,1879,1,30
1880,1880,5,20
1881,1881,3,50
1882,1882,4,50
1883,1883,9,20
1884,1884,10,40
1885,1885,10,70
1886,1886,7,70
1887,1887,7,90
1888,1888,4,50
1889,1889,5,60
1890,1890,4,40
1891,1891,10,70
1892,1892,5,60
1893,1893,1,30
1894,1894,2,40
1895,1895,2,20
1896,1896,3,90
1897,1897,10,20
1898,1898,6,20
1899,1899,3,20
1900,1900,5,80
1901,1901,5,40
1902,1902,4,70
1903,1903,9,20
1904,1904,5,70
1905,1905,3,20
1906,1906,5,40
1907,1907,9,90
1908,1908,3,50
1909,1909,2,50
1910,1910,9,90
1911,1911,10,50
1912,1912,4,80
1913,1913,9,60
1914,1914,1,70
1915,1915,10,60
1916,1916,9,90
1917,1917,4,70
1918,1918,7,40
1919,1919,8,40
1920,1920,8,70
1921,1921,9,20
1922,1922,8,40
1923,1923,8,60
1924,1924,4,50
1925,1925,6,30
1926,1926,3,40
1927,1927,9,90
1928,1928,8,90
1929,1929,4,40
1930,1930,9,70
1931,1931,4,80
1932,1932,6,40
1933,1933,9,90
1934,1934,5,30
1935,1935,2,70
1936,1936,10,50
1937,1937,7,40
1938,1938,5,60
1939,1939,7,40
1940,1940,2,40
1941,1941,7,60
1942,1942,8,70
1943,1943,6,40
1944,1944,3,30
1945,1945,9,50
1946,1946,1,80
1947,1947,1,40
1948,1948,4,60
1949,1949,10,90
1950,1950,4,50
1951,1951,2,90
1952,1952,2,30
1953,1953,9,80
1954,1954,8,30
1955,1955,5,90
1956,1956,5,90
1957,1957,7,30
1958,1958,4,80
1959,1959,10,30
1960,1960,1,30
1961,1961,10,70
1962,1962,1,60
1963,1963,7,50
1964,1964,3,60
1965,1965,5,20
1966,1966,3,40
1967,1967,4,70
1968,1968,3,20
1969,1969,2,90
1970,1970,10,40
1971,1971,2,70
1972,1972,3,60
1973,1973,1,40
1974,1974,10,30
1975,1975,8,90
1976,1976,8,50
1977,1977,4,90
1978,1978,10,20
1979,1979,2,40
1980,1980,4,70
1981,1981,4,90
1982,1982,5,90
1983,1983,10,20
1984,1984,7,90
1985,1985,4,70
1986,1986,4,90
1987,1987,4,40
1988,1988,5,40
1989,1989,7,30
1990,1990,1,70
1991,1991,9,70
1992,1992,9,60
1993,1993,9,20
1994,1994,8,40
1995,1995,8,70
1996,1996,3,70
1997,1997,6,80
1998,1998,3,50
1999,1999,9,90
2000,2000,10,80
2001,2001,6,20
2002,2002,5,50
2003,2003,4,80
2004,2004,4,60
2005,2005,10,40
2006,2006,9,90
2007,2007,10,50
2008,2008,8,70
2009,2009,3,80
2010,2010,10,90
2011,2011,9,90
2012,2012,1,50
2013,2013,10,70
2014,2014,6,70
2015,2015,10,70
2016,2016,3,90
2017,2017,10,90
2018,2018,6,50
2019,2019,5,70
2020,2020,8,30
2021,2021,6,30
2022,2022,7,20
2023,2023,2,70
2024,2024,4,60
2025,2025,7,70
2026,2026,5,30
2027,2027,2,50
2028,2028,3,90
2029,2029,9,80
2030,2030,3,20
2031,2031,5,80
2032,2032,8,30
2033,2033,7,50
2034,2034,8,90
2035,2035,7,70
2036,2036,10,60
2037,2037,10,60
2038,2038,4,70
2039,2039,7,20
2040,2040,2,40
2041,2041,7,40
2042,2042,9,40
2043,2043,9,30
2044,2044,9,80
2045,2045,1,30
2046,2046,2,40
2047,2047,9,40
2048,2048,5,20
2049,2049,3,30
2050,2050,3,40
2051,2051,4,50
2052,2052,9,50
2053,2053,4,60
2054,2054,2,40
2055,2055,8,80
2056,2056,4,90
2057,2057,7,90
2058,2058,2,90
2059,2059,1,80
2060,2060,3,30
2061,2061,10,70
2062,2062,1,20
2063,2063,8,90
2064,2064,1,50
2065,2065,1,20
2066,2066,2,80
2067,2067,7,70
2068,2068,5,20
2069,2069,6,30
2070,2070,1,40
2071,2071,8,20
2072,2072,7,50
2073,2073,3,80
2074,2074,3,90
2075,2075,10,50
2076,2076,5,60
2077,2077,10,20
2078,2078,2,20
2079,2079,6,30
2080,2080,1,50
2081,2081,7,30
2082,2082,9,60
2083,2083,8,40
2084,2084,5,30
2085,2085,2,90
2086,2086,6,80
2087,2087,4,50
2088,2088,4,50
2089,2089,2,50
2090,2090,10,30
2091,2091,9,20
2092,2092,2,90
2093,2093,6,70
2094,2094,6,60
2095,2095,1,80
2096,2096,2,20
2097,2097,8,20
2098,2098,8,40
2099,2099,9,90
2100,2100,5,50
2101,2101,3,70
2102,2102,6,60
2103,2103,6,60
2104,2104,5,90
2105,2105,3,40
2106,2106,5,60
2107,2107,7,80
2108,2108,4,80
2109,2109,7,50
2110,2110,2,50
2111,2111,9,40
2112,2112,7,70
2113,2113,2,30
2114,2114,6,30
2115,2115,1,40
2116,2116,10,70
2117,2117,10,60
2118,2118,3,40
2119,2119,2,60
2120,2120,4,90
2121,2121,10,20
2122,2122,9,80
2123,2123,5,30
2124,2124,10,30
2125,2125,7,20
2126,2126,2,30
2127,2127,3,90
2128,2128,4,60
2129,2129,4,90
2130,2130,8,20
2131,2131,8,20
2132,2132,2,80
2133,2133,6,70
2134,2134,6,80
2135,2135,6,80
2136,2136,3,30
2137,2137,4,90
2138,2138,1,50
2139,2139,1,20
2140,2140,10,20
2141,2141,10,90
2142,2142,6,40
2143,2143,9,20
2144,2144,7,20
2145,2145,7,60
2146,2146,5,20
2147,2147,6,30
2148,2148,10,30
2149,2149,5,40
2150,2150,5,40
2151,2151,10,50
2152,2152,3,80
2153,2153,9,20
2154,2154,7,90
2155,2155,8,40
2156,2156,9,70
2157,2157,4,70
2158,2158,4,60
2159,2159,4,70
2160,2160,1,20
2161,2161,2,40
2162,2162,5,80
2163,2163,1,90
2164,2164,9,50
2165,2165,8,20
2166,2166,4,70
2167,2167,9,30
2168,2168,10,90
2169,2169,4,20
2170,2170,4,70
2171,2171,8,30
2172,2172,8,70
2173,2173,8,20
2174,2174,5,60
2175,2175,7,60
2176,2176,3,20
2177,2177,10,70
2178,2178,2,80
2179,2179,10,20
2180,2180,3,90
2181,2181,1,50
2182,2182,7,20
2183,2183,7,70
2184,2184,5,40
2185,2185,4,20
2186,2186,6,90
2187,2187,5,80
2188,2188,2,50
2189,2189,6,90
2190,2190,4,60
2191,2191,4,50
2192,2192,2,20
2193,2193,1,60
2194,2194,6,20
2195,2195,3,60
2196,2196,8,90
2197,2197,10,50
2198,2198,4,60
2199,2199,8,40
2200,2200,1,50
2201,2201,5,30
2202,2202,4,60
2203,2203,6,80
2204,2204,1,40
2205,2205,2,60
2206,2206,10,20
2207,2207,8,40
2208,2208,10,90
2209,2209,10,50
2210,2210,1,30
2211,2211,6,20
2212,2212,1,80
2213,2213,10,40
2214,2214,2,60
2215,2215,9,20
2216,2216,2,50
2217,2217,8,80
2218,2218,5,50
2219,2219,4,80
2220,2220,4,50
2221,2221,1,20
2222,2222,10,40
2223,2223,10,50
2224,2224,10,70
2225,2225,5,90
2226,2226,7,50
2227,2227,7,50
2228,2228,7,90
2229,2229,9,60
2230,2230,4,30
2231,2231,6,90
2232,2232,8,40
2233,2233,1,30
2234,2234,9,80
2235,2235,10,40
2236,2236,2,60
2237,2237,3,90
2238,2238,4,30
2239,2239,6,80
2240,2240,2,30
2241,2241,7,70
2242,2242,2,80
2243,2243,1,70
2244,2244,3,90
2245,2245,1,60
2246,2246,7,50
2247,2247,10,80
2248,2248,8,70
2249,2249,6,90
2250,2250,7,80
2251,2251,10,40
2252,2252,1,60
2253,2253,5,20
2254,2254,8,50
2255,2255,1,20
2256,2256,1,60
2257,2257,8,90
2258,2258,6,70
2259,2259,1,50
2260,2260,2,50
2261,2261,1,50
2262,2262,8,70
2263,2263,8,90
2264,2264,3,20
2265,2265,10,50
2266,2266,8,50
2267,2267,10,50
2268,2268,9,20
2269,2269,6,60
2270,2270,9,80
2271,2271,3,40
2272,2272,5,50
2273,2273,1,60
2274,2274,10,90
2275,2275,1,40
2276,2276,2,30
2277,2277,7,40
2278,2278,6,80
2279,2279,3,50
2280,2280,1,90
2281,2281,2,80
2282,2282,8,40
2283,2283,4,30
2284,2284,2,60
2285,2285,2,50
2286,2286,5,20
2287,2287,2,60
2288,2288,8,50
2289,2289,4,80
2290,2290,3,50
2291,2291,9,30
2292,2292,6,40
2293,2293,3,30
2294,2294,10,40
2295,2295,5,30
2296,2296,4,70
2297,2297,3,70
2298,2298,3,80
2299,2299,7,20
2300,2300,8,40
2301,2301,8,40
2302,2302,1,80
2303,2303,10,60
2304,2304,1,50
2305,2305,8,40
2306,2306,10,30
2307,2307,1,20
2308,2308,2,40
2309,2309,8,60
2310,2310,8,30
2311,2311,4,60
2312,2312,9,20
2313,2313,6,90
2314,2314,10,70
2315,2315,5,30
2316,2316,2,70
2317,2317,1,70
2318,2318,4,70
2319,2319,6,30
2320,2320,10,90
2321,2321,2,80
2322,2322,2,30
2323,2323,3,20
2324,2324,6,90
2325,2325,9,50
2326,2326,2,30
2327,2327,9,20
2328,2328,8,20
2329,2329,7,20
2330,2330,8,40
2331,2331,10,70
2332,2332,6,20
2333,2333,6,70
2334,2334,6,40
2335,2335,6,90
2336,2336,6,40
2337,2337,3,90
2338,2338,9,70
2339,2339,6,30
2340,2340,1,90
2341,2341,10,40
2342,2342,9,80
2343,2343,3,40
2344,2344,7,40
2345,2345,7,20
2346,2346,2,40
2347,2347,8,60
2348,2348,1,50
2349,2349,9,90
2350,2350,3,30
2351,2351,5,90
2352,2352,7,40
2353,2353,6,90
2354,2354,1,60
2355,2355,1,20
2356,2356,2,50
2357,2357,8,60
2358,2358,4,70
2359,2359,8,50
2360,2360,5,30
2361,2361,9,60
2362,2362,9,70
2363,2363,8,90
2364,2364,4,30
2365,2365,2,70
2366,2366,8,80
2367,2367,8,70
2368,2368,8,90
2369,2369,1,60
2370,2370,5,30
2371,2371,5,60
2372,2372,4,60
2373,2373,3,20
2374,2374,5,60
2375,2375,3,30
2376,2376,6,30
2377,2377,3,80
2378,2378,10,80
2379,2379,3,80
2380,2380,9,60
2381,2381,8,20
2382,2382,3,70
2383,2383,2,50
2384,2384,6,60
2385,2385,4,80
2386,2386,8,40
2387,2387,10,40
2388,2388,8,60
2389,2389,5,70
2390,2390,1,20
2391,2391,3,40
2392,2392,7,70
2393,2393,6,20
2394,2394,7,50
2395,2395,8,50
2396,2396,4,90
2397,2397,3,60
2398,2398,8,20
2399,2399,6,50
2400,2400,2,40
2401,2401,10,70
2402,2402,2,50
2403,2403,4,30
2404,2404,2,70
2405,2405,7,40
2406,2406,8,40
2407,2407,10,70
2408,2408,1,20
2409,2409,4,90
2410,2410,8,60
2411,2411,6,90
2412,2412,2,80
2413,2413,3,60
2414,2414,2,50
2415,2415,7,50
2416,2416,6,60
2417,2417,9,20
2418,2418,5,50
2419,2419,7,30
2420,2420,3,30
2421,2421,10,30
2422,2422,2,40
2423,2423,7,60
2424,2424,10,20
2425,2425,1,50
2426,2426,7,80
2427,2427,6,40
2428,2428,3,50
2429,2429,1,90
2430,2430,4,80
2431,2431,2,20
2432,2432,2,60
2433,2433,3,20
2434,2434,6,20
2435,2435,2,90
2436,2436,10,70
2437,2437,5,70
2438,2438,8,80
2439,2439,8,90
2440,2440,5,30
2441,2441,2,20
2442,2442,2,20
2443,2443,5,80
2444,2444,8,90
2445,2445,1,60
2446,2446,2,50
2447,2447,2,90
2448,2448,5,70
2449,2449,9,80
2450,2450,10,40
2451,2451,4,70
2452,2452,4,80
2453,2453,8,30
2454,2454,7,20
2455,2455,5,40
2456,2456,10,30
2457,2457,2,40
2458,2458,2,50
2459,2459,1,70
2460,2460,1,80
2461,2461,7,70
2462,2462,3,20
2463,2463,6,80
2464,2464,1,60
2465,2465,10,70
2466,2466,10,70
2467,2467,2,80
2468,2468,5,90
2469,2469,1,90
2470,2470,9,80
2471,2471,8,90
2472,2472,4,40
2473,2473,5,20
2474,2474,8,60
2475,2475,1,50
2476,2476,5,80
2477,2477,1,20
2478,2478,8,90
2479,2479,4,60
2480,2480,9,70
2481,2481,10,50
2482,2482,5,60
2483,2483,5,30
2484,2484,3,70
2485,2485,8,90
2486,2486,2,90
2487,2487,10,40
2488,2488,8,90
2489,2489,8,40
2490,2490,8,30
2491,2491,5,30
2492,2492,4,50
2493,2493,9,20
2494,2494,7,20
2495,2495,8,20
2496,2496,10,50
2497,2497,2,20
2498,2498,2,50
2499,2499,5,80
2500,2500,6,40
2501,2501,10,20
2502,2502,9,90
2503,2503,6,80
2504,2504,1,40
2505,2505,7,70
2506,2506,9,80
2507,2507,9,90
2508,2508,7,30
2509,2509,7,70
2510,2510,5,30
2511,2511,8,20
2512,2512,2,40
2513,2513,5,90
2514,2514,2,90
2515,2515,5,60
2516,2516,7,30
2517,2517,9,60
2518,2518,10,90
2519,2519,8,70
2520,2520,7,30
2521,2521,10,80
2522,2522,4,70
2523,2523,5,50
2524,2524,4,70
2525,2525,6,50
2526,2526,3,30
2527,2527,1,40
2528,2528,8,60
2529,2529,10,60
2530,2530,1,40
2531,2531,4,50
2532,2532,5,40
2533,2533,10,20
2534,2534,9,20
2535,2535,2,90
2536,2536,5,80
2537,2537,10,70
2538,2538,8,30
2539,2539,8,90
2540,2540,10,20
2541,2541,5,40
2542,2542,1,30
2543,2543,6,30
2544,2544,2,90
2545,2545,6,80
2546,2546,5,50
2547,2547,9,80
2548,2548,3,60
2549,2549,8,20
2550,2550,3,40
2551,2551,5,40
2552,2552,3,80
2553,2553,6,50
2554,2554,8,60
2555,2555,4,70
2556,2556,4,90
2557,2557,2,40
2558,2558,8,70
2559,2559,6,50
2560,2560,2,70
2561,2561,5,60
2562,2562,9,80
2563,2563,10,60
2564,2564,1,50
2565,2565,7,40
2566,2566,6,40
2567,2567,5,70
2568,2568,4,80
2569,2569,6,90
2570,2570,7,90
2571,2571,3,60
2572,2572,4,40
2573,2573,10,20
2574,2574,10,40
2575,2575,10,90
2576,2576,5,90
2577,2577,8,40
2578,2578,3,70
2579,2579,1,70
2580,2580,3,60
2581,2581,6,50
2582,2582,6,90
2583,2583,2,50
2584,2584,5,60
2585,2585,5,60
2586,2586,9,70
2587,2587,10,40
2588,2588,8,90
2589,2589,1,90
2590,2590,8,40
2591,2591,5,70
2592,2592,9,60
2593,2593,6,30
2594,2594,10,90
2595,2595,8,90
2596,2596,6,60
2597,2597,3,20
2598,2598,2,50
2599,2599,7,80
2600,2600,10,50
2601,2601,3,20
2602,2602,10,70
2603,2603,9,80
2604,2604,5,30
2605,2605,1,70
2606,2606,5,90
2607,2607,3,50
2608,2608,4,60
2609,2609,7,90
2610,2610,10,30
2611,2611,5,30
2612,2612,9,70
2613,2613,7,70
2614,2614,2,20
2615,2615,2,60
2616,2616,4,20
2617,2617,9,90
2618,2618,7,20
2619,2619,6,20
2620,2620,6,40
2621,2621,10,50
2622,2622,9,20
2623,2623,7,80
2624,2624,4,90
2625,2625,1,60
2626,2626,5,60
2627,2627,3,70
2628,2628,8,60
2629,2629,5,50
2630,2630,8,90
2631,2631,10,70
2632,2632,3,40
2633,2633,7,90
2634,2634,1,40
2635,2635,2,70
2636,2636,6,20
2637,2637,9,50
2638,2638,4,60
2639,2639,6,60
2640,2640,7,40
2641,2641,10,40
2642,2642,7,80
2643,2643,5,70
2644,2644,10,50
2645,2645,5,70
2646,2646,1,60
2647,2647,4,80
2648,2648,2,30
2649,2649,8,70
2650,2650,1,90
2651,2651,4,60
2652,2652,8,70
2653,2653,5,20
2654,2654,5,80
2655,2655,3,50
2656,2656,2,70
2657,2657,4,30
2658,2658,2,40
2659,2659,3,70
2660,2660,9,30
2661,2661,10,90
2662,2662,9,40
2663,2663,7,20
2664,2664,9,60
2665,2665,3,80
2666,2666,2,20
2667,2667,10,90
2668,2668,6,20
2669,2669,7,60
2670,2670,2,90
2671,2671,8,50
2672,2672,3,70
2673,2673,5,80
2674,2674,8,60
2675,2675,3,60
2676,2676,8,40
2677,2677,6,90
2678,2678,6,80
2679,2679,6,50
2680,2680,5,30
2681,2681,5,30
2682,2682,5,60
2683,2683,1,60
2684,2684,3,20
2685,2685,4,70
2686,2686,6,20
2687,2687,1,50
2688,2688,9,80
2689,2689,10,90
2690,2690,6,30
2691,2691,2,70
2692,2692,8,90
2693,2693,7,30
2694,2694,7,80
2695,2695,9,80
2696,2696,2,90
2697,2697,1,30
2698,2698,1,50
2699,2699,4,50
2700,2700,2,80
2701,2701,4,40
2702,2702,3,60
2703,2703,8,20
2704,2704,5,90
2705,2705,4,20
2706,2706,3,20
2707,2707,2,30
2708,2708,8,30
2709,2709,1,80
2710,2710,8,20
2711,2711,4,80
2712,2712,9,20
2713,2713,5,50
2714,2714,2,50
2715,2715,8,80
2716,2716,2,60
2717,2717,10,80
2718,2718,3,60
2719,2719,8,30
2720,2720,10,80
2721,2721,5,30
2722,2722,4,60
2723,2723,8,50
2724,2724,6,90
2725,2725,3,20
2726,2726,7,20
2727,2727,9,30
2728,2728,10,50
2729,2729,6,30
2730,2730,1,30
2731,2731,3,30
2732,2732,1,40
2733,2733,7,80
2734,2734,5,40
2735,2735,2,60
2736,2736,8,60
2737,2737,8,90
2738,2738,7,70
2739,2739,9,50
2740,2740,7,50
2741,2741,8,30
2742,2742,9,20
2743,2743,4,60
2744,2744,7,20
2745,2745,3,60
2746,2746,3,40
2747,2747,4,80
2748,2748,9,20
2749,2749,7,40
2750,2750,7,30
2751,2751,1,60
2752,2752,5,30
2753,2753,5,20
2754,2754,7,80
2755,2755,7,30
2756,2756,4,80
2757,2757,2,80
2758,2758,5,90
2759,2759,8,80
2760,2760,6,70
2761,2761,7,20
2762,2762,3,50
2763,2763,3,80
2764,2764,1,70
2765,2765,9,30
2766,2766,2,20
2767,2767,2,20
2768,2768,3,70
2769,2769,9,50
2770,2770,8,20
2771,2771,6,90
2772,2772,1,90
2773,2773,1,90
2774,2774,5,70
2775,2775,9,90
2776,2776,9,70
2777,2777,6,90
2778,2778,10,80
2779,2779,4,70
2780,2780,4,60
2781,2781,9,60
2782,2782,7,20
2783,2783,4,60
2784,2784,4,70
2785,2785,7,60
2786,2786,4,40
2787,2787,7,20
2788,2788,1,20
2789,2789,7,50
2790,2790,2,70
2791,2791,4,30
2792,2792,3,40
2793,2793,7,50
2794,2794,5,30
2795,2795,8,80
2796,2796,1,50
2797,2797,1,30
2798,2798,7,40
2799,2799,8,90
2800,2800,2,30
2801,2801,1,80
2802,2802,3,80
2803,2803,5,40
2804,2804,5,60
2805,2805,7,40
2806,2806,3,60
2807,2807,10,70
2808,2808,4,50
2809,2809,1,60
2810,2810,5,20
2811,2811,5,40
2812,2812,3,60
2813,2813,3,30
2814,2814,3,80
2815,2815,1,30
2816,2816,10,50
2817,2817,2,20
2818,2818,2,90
2819,2819,4,90
2820,2820,2,80
2821,2821,6,90
2822,2822,4,80
2823,2823,5,30
2824,2824,2,20
2825,2825,1,20
2826,2826,5,40
2827,2827,6,50
2828,2828,1,50
2829,2829,2,50
2830,2830,8,20
2831,2831,6,90
2832,2832,5,50
2833,2833,5,70
2834,2834,9,30
2835,2835,5,70
2836,2836,4,50
2837,2837,2,90
2838,2838,5,60
2839,2839,2,70
2840,2840,5,80
2841,2841,8,30
2842,2842,8,40
2843,2843,5,60
2844,2844,8,60
2845,2845,3,70
2846,2846,5,70
2847,2847,3,30
2848,2848,8,60
2849,2849,5,30
2850,2850,4,40
2851,2851,5,70
2852,2852,4,70
2853,2853,2,50
2854,2854,1,70
2855,2855,8,40
2856,2856,10,70
2857,2857,7,70
2858,2858,6,40
2859,2859,2,30
2860,2860,1,30
2861,2861,3,30
2862,2862,1,90
2863,2863,8,90
2864,2864,10,80
2865,2865,7,70
2866,2866,10,30
2867,2867,10,20
2868,2868,4,50
2869,2869,5,50
2870,2870,10,90
2871,2871,7,90
2872,2872,8,50
2873,2873,1,20
2874,2874,6,30
2875,2875,3,30
2876,2876,1,60
2877,2877,3,30
2878,2878,4,90
2879,2879,5,70
2880,2880,1,80
2881,2881,5,20
2882,2882,1,90
2883,2883,3,80
2884,2884,6,50
2885,2885,9,50
2886,2886,7,80
2887,2887,5,30
2888,2888,5,70
2889,2889,6,90
2890,2890,6,60
2891,2891,1,50
2892,2892,1,30
2893,2893,6,80
2894,2894,10,30
2895,2895,4,70
2896,2896,8,70
2897,2897,4,30
2898,2898,2,20
2899,2899,10,50
2900,2900,4,20
2901,2901,4,60
2902,2902,8,20
2903,2903,8,40
2904,2904,5,70
2905,2905,1,20
2906,2906,2,90
2907,2907,7,80
2908,2908,3,80
2909,2909,9,20
2910,2910,5,80
2911,2911,8,20
2912,2912,3,50
2913,2913,3,30
2914,2914,5,70
2915,2915,1,90
2916,2916,8,90
2917,2917,5,60
2918,2918,2,80
2919,2919,10,40
2920,2920,4,20
2921,2921,6,40
2922,2922,1,80
2923,2923,3,50
2924,2924,1,60
2925,2925,7,90
2926,2926,4,30
2927,2927,4,30
2928,2928,3,60
2929,2929,5,40
2930,2930,7,80
2931,2931,3,80
2932,2932,4,50
2933,2933,8,60
2934,2934,7,20
2935,2935,9,90
2936,2936,7,80
2937,2937,4,20
2938,2938,3,30
2939,2939,2,90
2940,2940,3,90
2941,2941,9,30
2942,2942,10,50
2943,2943,1,70
2944,2944,1,40
2945,2945,2,60
2946,2946,9,30
2947,2947,10,30
2948,2948,2,80
2949,2949,3,70
2950,2950,1,40
2951,2951,5,70
2952,2952,6,50
2953,2953,8,30
2954,2954,10,90
2955,2955,7,70
2956,2956,1,60
2957,2957,6,80
2958,2958,6,40
2959,2959,4,80
2960,2960,9,50
2961,2961,6,40
2962,2962,9,40
2963,2963,2,60
2964,2964,10,20
2965,2965,9,80
2966,2966,9,30
2967,2967,8,20
2968,2968,8,40
2969,2969,2,60
2970,2970,10,90
2971,2971,8,80
2972,2972,6,90
2973,2973,1,30
2974,2974,6,30
2975,2975,6,20
2976,2976,6,50
2977,2977,2,80
2978,2978,9,60
2979,2979,3,90
2980,2980,2,70
2981,2981,8,80
2982,2982,8,40
2983,2983,3,60
2984,2984,5,50
2985,2985,8,70
2986,2986,8,30
2987,2987,3,80
2988,2988,7,50
2989,2989,3,50
2990,2990,10,20
2991,2991,4,60
2992,2992,9,90
2993,2993,10,20
2994,2994,6,60
